post_id,date,text,views,forwards,channel_id,channel_name
166317,2025-03-13 11:23:26+00:00,"[Телеексперта Анатолія Остапенка,](https://t.me/kyivoperat/150239) який розповідав про шахрайські схеми із квартирними аферами, судитимуть за шахрайства з трьома квартирами

Оця експертна харя, яка на ТВ-шоу корчила з себе знавця про квартирні афери (привіт усім журналістам, хто звав його на ефіри) дійсно виявився «не промах».
Так, на Печерську він «успадкував» житло живої бабусі, яку залишив безхатьком. Більше того, її він офіційно поховав, тож жінці треба було доводити, що вона жива та відновлювати свої документи.
До слова, попри арешт житла та заборону жити у віджатій квартирі, шахрай звільняти житло не планує.
Як повідомляє [Київська міська прокуратура,](https://t.me/kyiv_pro_office/6035) під час розслідування з’ясувалось, що також експерт «успадкував» ще дві квартири – у Дарницькому та Печерському районах. Там у померлих людей родичів не було і за їх родича себе видавав оцей гусь.
Попри те, що суд відпустив його під заставу, заставу він не вніс, але суддя вирішив, що і так добре буде – хай гуляє, а бабця хай бомжує. Певно, має якісь зав’язки із судами. Інакше сидів би у камері, а не жив у квартирі «похованої» ним пенсіонерки.
За шахрайства «експерта з шахрайств» можуть посадити на 8 років. Якщо суд, звісна річ, буде адекватним.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",64499.0,217.0,-1001061098805,kyivoperat
166316,2025-03-13 10:52:04+00:00,"❕Відбій повітряної тривоги!

Просимо уважно слідкувати за повідомленнями і, у разі оголошення тривоги, повернутися до укриття.

⚡️⚡️⚡️

❕Air siren all clear!

Please keep an eye on reports and return to shelter if the siren sounds again.",62420.0,0.0,-1001061098805,kyivoperat
166315,2025-03-13 10:36:28+00:00,"У столиці оголошено повітряну тривогу через зліт російського МіГ-31К, носія аеробалістичної ракети «Кинджал».

Просимо всіх мешканців столиці негайно прямувати до найближчих укриттів і залишатися там до завершення тривоги.

Якщо найближче укриття виявилося зачиненим, повідомте про це в @KyivShelterBot

КМВА (с)

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",66285.0,12.0,-1001061098805,kyivoperat
166314,2025-03-13 10:35:46+00:00,"‼️УВАГА! У Києві оголошена повітряна тривога!

Просимо всіх терміново прослідувати в укриття цивільного захисту!
Мапа укриттів - https://kyivcity.gov.ua/news/shelters_map/

⚡️⚡️⚡️

‼️ ATTENTION! Air raid sirens in Kyiv!

Please proceed to the shelters!
Shelter’s map - https://kyivcity.gov.ua/news/shelters_map/",62997.0,0.0,-1001061098805,kyivoperat
166313,2025-03-13 10:27:06+00:00,"Київрада стає все більше схожою на цирк Шапіто. 

Часом не оцей біленький прищавий підліток, що по центру, з Комарницьким ділішкі рєшал на плівках НАБУ?

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",63545.0,21.0,-1001061098805,kyivoperat
166312,2025-03-13 10:02:09+00:00,"🔴**Акційні тарифи на переказ коштів з **[**Money 24\7**](https://t.me/Money24_Kiev)**🔴**
**
****Тариф на видачу у Польщі та Чехії ****0️⃣****⏺****4️⃣****9️⃣****9️⃣**** ****🔣**
**
Видаємо готівку на найкращих умовах у таких містах:**
🇵🇱 Варшава 
🇵🇱 Вроцлав 
🇵🇱 Познань 
🇵🇱 Краків 
🇵🇱 Гданьск 
🇨🇿 Прага 
🇱🇻 Рига 
🇱🇹 Вільнюс 
🇺🇸 Сіетл 
🇺🇸 Нью-Йорк 
🇲🇪 Бар
🇧🇬 София

🇦🇪 ДУБАЙ AED , USD з доставкою 24/7 🚚 та конс'єрж сервісом.__

Можлива  інкасація в сусідні міста та країни.__

З [**Money 24/7**](https://t.me/Money24_Kiev) можливо зробити будь яку фінансову операцію за Вашими потребами!

✈️ [Telegram](https://t.me/Money24_Kiev)
📱 [Instagram](http://instagram.com/money.24_7.ua)
🌐 [Наш сайт](http://money24.kiev.ua/)",60946.0,1.0,-1001061098805,kyivoperat
166311,2025-03-13 09:26:09+00:00,"**УВАГА‼️ЗНИК ЧОЛОВІК ‼️Поліція Київщини розшукує Миколу Гарника з села Данилівка 
**
12 березня до поліції Фастівщини надійшло повідомлення від дружини про те, що 10 березня пішов з дому її 46-річний чоловік та до цього часу не повернувся. Телефон при собі зниклий не мав. Самостійні пошуки результатів не дали.

На пошуки чоловіка залучені та орієнтовані підрозділи поліції Київщини, у тому числі особовий склад Фастівського управління поліції. 

ПРИКМЕТИ: зріст 180 см, худорлявої тілобудови, волосся сиве, має бороду та шрам на шиї. На вказівному пальці правої руки відсутня фаланга.

ОДЯГНЕНИЙ: синя футболка, чорні шкіряні черевики, штани темного кольору. При собі мав рюкзак кольору хакі.

__Шановні громадяни! Якщо ви володієте будь-якою інформацією про місцеперебування чоловіка, просимо одразу повідомляти на спецлінію ""102"", або за телефоном 0 (93) 303-49-86.

__[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",59792.0,31.0,-1001061098805,kyivoperat
166310,2025-03-13 09:15:13+00:00,"Вашімі малітвамі 🙏

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",59723.0,47.0,-1001061098805,kyivoperat
166309,2025-03-13 08:55:47+00:00,"Юхххууу, у моцкві палає ТЕЦ на Хрюшевській вулиці. Молімося, щоб дужче горіло 🙏 🤲🏻

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",62524.0,160.0,-1001061098805,kyivoperat
166308,2025-03-13 08:21:44+00:00,"""Офісники Дніпра"", які ошукали громадян ЄС на 11 мільйонів, опинилися у кайданках, - Генпрокуратура

Використовуючи зашифровані дзвінки, 14 злочинців представлялися поліцією та іноземних банківських установ. Під приводом кваліфікованої допомоги вони дурили потерпілих та виманювали дані банківських рахунків, ключі і паролі доступу до Інтернет-банкінгу. 
Викрито групу з міста Кам'янське завдяки спільним зусиллям правоохоронців України, Литви та Латвії. Їх затримано в порядку статті 208 та повідомлено про підозру. Офісникам загрожує до 12 років ув'язнення.

[Оперативний ✙ УКР](https://t.me/operativeukr)",65650.0,151.0,-1001061098805,kyivoperat
166307,2025-03-13 08:00:21+00:00,"Відео моменту сьогоднішньої ДТП на перетині Ахматової та Драгоманова. 
Ну, от чого хвилинку не почекати?

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",61808.0,52.0,-1001061098805,kyivoperat
166306,2025-03-13 07:29:31+00:00,"Емоції водія, який потрапив у ранковий затор на Братиславській у бік станції метро Чернігівська.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",62918.0,85.0,-1001061098805,kyivoperat
166305,2025-03-13 07:24:44+00:00,"⚡️ ЗБИТО 74 ВОРОЖІ БПЛА, 38 БЕЗПІЛОТНИКІВ-ІМІТАТОРІВ – НЕ ДОСЯГЛИ ЦІЛЕЙ (ЛОКАЦІЙНО ВТРАЧЕНІ)
➖➖➖➖➖➖➖➖➖➖
У ніч на 13 березня 2025 року (із 19.00 12 березня) противник атакував балістичною ракетою Іскандер-М із Курської області та 117-ма ударними БпЛА типу Shahed і безпілотниками-імітаторами різних типів із напрямків Шаталово, Міллерово, Курськ, Брянськ, Приморсько-Ахтарськ – рф.

Повітряний напад відбивали авіація, зенітні ракетні війська, підрозділи РЕБ та мобільні вогневі групи Повітряних Сил та Сил оборони України.

💥 Станом на 09.00 підтверджено збиття 74-х ударних БпЛА типу Shahed та безпілотників інших типів у Харківській, Полтавській, Сумській, Чернігівській, Київській, Хмельницькій, Вінницькій, Дніпропетровській, Запорізькій, Одеській та Миколаївській областях.

38 ворожих безпілотників-імітаторів — локаційно втрачені  (без негативних наслідків).

Внаслідок російської атаки постраждали Сумщина, Дніпропетровщина, Харківщина, Київщина, Чернігівщина, Одещина та Запоріжжя.

✊ Тримаймо небо!
🇺🇦 Разом – до перемоги!

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",61535.0,11.0,-1001061098805,kyivoperat
166304,2025-03-13 06:59:02+00:00,"На бульварі Шевченка якось замало реклами… тому вставляють ще декілька бордів. Кайф? Кайф!

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",61791.0,1.0,-1001061098805,kyivoperat
166303,2025-03-13 06:49:39+00:00,"На Малишка через міні ДТП між вантажівкою #DAF та легковиком #Nissan утворився величезний затор.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",61605.0,30.0,-1001061098805,kyivoperat
166302,2025-03-13 06:28:32+00:00,"Саратовська губернія взяла за щоку ❤️

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",62671.0,24.0,-1001061098805,kyivoperat
166301,2025-03-13 06:14:43+00:00,"Щось пішло не так із швидкісним трамваєм. Кияни повідомляють про те, що від Гната Юри до Тихого - вже тривалий час жодного трамваю немає. 
Проте, є якесь підозріле скупчення біля центрального РАЦС. 
Уточнюємо.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",63926.0,56.0,-1001061098805,kyivoperat
166300,2025-03-13 06:03:01+00:00,"Ураааа! Південний міст відкрили!

ПС: затор від Позняків

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",65038.0,359.0,-1001061098805,kyivoperat
166299,2025-03-13 05:45:14+00:00,"Серйозна ДТП відбулась зранку на перехресті Мрії та Естонської за участі #Hyundai та #Volkswagen. 
Лікарі швидкої оглядають потерпілих. 
Найбільш імовірно, що Hyundai при повороті не пропустив зустрічний Volkswagen.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",64363.0,50.0,-1001061098805,kyivoperat
166298,2025-03-13 05:30:23+00:00,"Загальні бойові втрати противника з 24.02.22 по 13.03.25 (орієнтовно)

#NOMERCY #stoprussia

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",74656.0,13.0,-1001061098805,kyivoperat
166297,2025-03-13 05:23:24+00:00,"Ранковий обмін любʼязностями 

Пані на червоній #Toyota не зрозуміло яким чином водійське отримала і ще щось доводить, наче вона права. Хоча по факту їде зустрічною, ще й повернула ліворуч, де можна тільки праворуч. 

Київ, проспект ЄС

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",77770.0,97.0,-1001061098805,kyivoperat
166296,2025-03-13 05:23:24+00:00,,77734.0,104.0,-1001061098805,kyivoperat
166295,2025-03-12 22:01:13+00:00,"Ахахахха, метеорит? Та, давайте вже висадку інопланетного десанту. 

ПС: якщо що, наші сили ППО і з ними впораються.

[Підписатися](https://t.me/+MwIBj990g00zYTYy) | [Запропонувати новину](https://t.me/kyivoperative1) | [Реклама](https://t.me/kyivoperative1) | [Автострахування](https://kyivoperativ.viapp.me/)",89024.0,322.0,-1001061098805,kyivoperat
166293,2025-03-12 21:40:30+00:00,"‼️УВАГА! У Києві оголошена повітряна тривога!

Просимо всіх терміново прослідувати в укриття цивільного захисту!
Мапа укриттів - https://kyivcity.gov.ua/news/shelters_map/

⚡️⚡️⚡️

‼️ ATTENTION! Air raid sirens in Kyiv!

Please proceed to the shelters!
Shelter’s map - https://kyivcity.gov.ua/news/shelters_map/",80345.0,2.0,-1001061098805,kyivoperat
